Founder.Cell	Metaphase	Chr1	Chr2	Chr3	Chr4	Chr4.	Chr5	Chr6	Chr7	Chr8	Chr9	Chr10	Chr11	Chr12	Chr13	Chr14	Chr15	Chr16	Chr17	Chr18	Chr19	ChrX	ChrY	t.2.4.	t.3.8.	t.10.11.	t.8.Y.	t.1.12.	t.12.2.	t.10.19.	t.11.13.	t.15.1.Y.	t.4.7.	t.8.11.	t.2.4..	t.14.15.	t.3.11.	t.11.17.	t.17.X.	t.9.2.	t.9.3.	t.3.3.	t.7.12.	t.2.11..and.t.11.2.	f.18.14.	f.11.18.	t.3.4.	t.14.5.	t.5.14.	t.7.8.	t.10.11..
111	T2-FC3	T(2)P2#35	4	3	4	2	4	4	4	4	4	3	4	3	2	4	4	3	2	4	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
112	T2-FC3	T(2)P2#10	4	3	4	2	4	4	4	4	4	2	4	3	2	3	3	3	2	4	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
113	T2-FC3	T(2)P2#29	4	4	4	2	4	5	3	4	3	3	3	3	2	3	3	4	2	4	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
114	T2-FC3	T(2)P2#33	3	3	3	2	4	4	4	3	4	3	4	3	1	4	2	4	2	3	2	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	T1-FC3/SVZR-FC3	T(2)P2#36	4	3	4	2	4	4	4	4	4	3	4	4	3	4	4	4	2	4	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	T2-FC2	T(2)P2#28	3	3	3	2	4	3	4	3	2	3	4	3	3	4	3	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	T2-FC2	T(2)P2#30	3	3	3	2	4	3	4	3	2	3	4	3	3	4	4	4	2	3	2	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	T2-FC2	T(2)P2#41	3	3	3	2	4	3	4	3	2	3	4	3	3	4	3	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	T2-FC2	T(2)P2#32	3	3	3	2	4	3	4	3	2	3	4	4	3	4	3	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	T2-FC2	T(2)P2#12	3	3	3	1	4	3	4	4	2	3	4	3	3	4	4	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	T2-FC2	T(2)P2#40	3	3	3	2	4	3	4	3	2	3	4	3	3	4	3	4	2	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	T2-FC2	T(2)P2#5	3	3	3	2	4	3	4	4	2	3	3	3	3	4	4	4	2	3	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
123	T2-FC2	T(2)P2#15	3	3	3	2	4	3	4	4	2	3	4	3	3	4	4	4	2	2	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
124	T2-FC2	T(2)P2#43	3	3	3	2	4	3	4	3	2	3	4	4	3	4	4	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
125	T2-FC2	T(2)P2#14	3	3	3	2	4	3	3	2	1	2	3	3	3	3	4	3	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
126	T2-FC2	T(2)P2#9	3	3	3	2	4	4	4	3	2	3	4	3	3	4	4	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
127	T2-FC2	T(2)P2#18	3	3	2	2	4	4	4	3	2	3	4	3	3	4	4	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
128	T2-FC2	T(2)P2#21	3	3	3	2	4	4	4	3	2	3	4	4	3	4	3	4	2	3	2	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
129	T2-FC1	T(2)P2#4	4	3	4	2	4	4	5	4	4	3	4	4	4	4	2	4	2	4	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
130	T2-FC1	T(2)P2#13*	4	3	3	2	4	4	5	4	4	3	4	4	4	3	2	4	2	4	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
131	T2-FC1	T(2)P2#1	4	3	4	2	4	3	5	4	4	3	4	3	4	4	2	4	2	4	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
132	T2-FC1	T(2)P2#31	4	3	4	2	4	4	4	3	4	3	4	4	4	4	2	4	2	4	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
133	T2-FC1	T(2)P2#38	4	3	4	2	4	4	4	3	3	3	4	4	4	4	2	4	2	3	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
134	T2-FC1	T(2)P2#11	3	3	4	2	4	3	4	3	3	3	3	4	4	4	1	3	2	3	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
